0.0,405.37764074
0.25,405.372432918
0.5,405.367402352
0.75,405.360939698
1.0,405.353199318
1.25,405.344334732
1.5,405.333945245
1.75,405.322261024
2.0,405.310373574
2.25,405.298398511
2.5,405.286298768
2.75,405.274227031
3.0,405.260388263
3.25,405.245641015
3.5,405.230059563
3.75,405.214348224
4.0,405.198579658
4.25,405.181467836
4.5,405.163047921
4.75,405.143546139
5.0,405.122999619
5.25,405.100285578
5.5,405.075630962
5.75,405.047476799
6.0,405.015547798
6.25,404.980148471
6.5,404.941545317
6.75,404.899851787
7.0,404.858802549
7.25,404.821527189
7.5,404.785886888
7.75,404.751289264
8.0,404.718402209
8.25,404.687075193
8.5,404.657269566
8.75,404.627614002
9.0,404.596316323
9.25,404.563491257
9.5,404.529329887
9.75,404.493908826
10.0,404.457342767
10.25,404.421031638
10.5,404.385014713
10.75,404.348476893
11.0,404.312665565
11.25,404.277584219
11.5,404.243159801
11.75,404.209165785
12.0,404.177392659
12.25,404.147576423
12.5,404.119605473
12.75,404.093291723
13.0,404.068485066
13.25,404.045073329
13.5,404.022944137
13.75,404.00198494
14.0,403.982197456
14.25,403.962299178
14.5,403.943497733
14.75,403.925718052
15.0,403.907172997
15.25,403.888022039
15.5,403.870129609
15.75,403.850190541
16.0,403.82970215
16.25,403.808662375
16.5,403.787145667
16.75,403.765188502
17.0,403.743231609
17.25,403.721275319
17.5,403.699281778
17.75,403.677289401
18.0,403.65529843
18.25,403.633347234
18.5,403.61303598
18.75,403.594250685
19.0,403.576915471
19.25,403.560878136
19.5,403.548043701
19.75,403.535047127
20.0,403.521966234
20.25,403.510518162
20.5,403.500627985
20.75,403.49206673
21.0,403.484797576
21.25,403.478707296
21.5,403.473682559
21.75,403.467971927
22.0,403.461690404
22.25,403.454838514
22.5,403.446358114
22.75,403.43819227
23.0,403.430302286
23.25,403.420973126
23.5,403.410356675
23.75,403.398681609
24.0,403.384233089
24.25,403.367277365
24.5,403.348042598
24.75,403.32667969
25.0,403.30341757
25.25,403.276730055
25.5,403.248559622
25.75,403.219020655
26.0,403.188264998
26.25,403.157672716
26.5,403.127204672
26.75,403.096859973
27.0,403.06667597
27.25,403.037498263
27.5,403.00814954
27.75,402.9785894
28.0,402.94889218
28.25,402.919056171
28.5,402.888927711
28.75,402.860451631
29.0,402.830453842
29.25,402.798972264
29.5,402.76619737
29.75,402.732205158
30.0,402.698708836
30.25,402.66570816
30.5,402.634124371
30.75,402.603880368
31.0,402.576390623
31.25,402.55138729
31.5,402.52813722
31.75,402.506990777
32.0,402.487756533
32.25,402.470204964
32.5,402.45422103
32.75,402.438311574
33.0,402.422438243
33.25,402.409536479
33.5,402.399339406
33.75,402.391618296
34.0,402.386106093
34.25,402.382271052
34.5,402.378587915
34.75,402.37494215
35.0,402.37118109
35.25,402.369060444
35.5,402.364919168
35.75,402.358833087
36.0,402.352631363
36.25,402.345049346
36.5,402.337084726
36.75,402.330530517
37.0,402.325272052
37.25,402.321118422
37.5,402.318030841
37.75,402.314372655
38.0,402.310446899
38.25,402.306253378
38.5,402.300077725
38.75,402.292110409
39.0,402.280981934
39.25,402.266958952
39.5,402.24897799
39.75,402.228559191
40.0,402.205893059
40.25,402.182347155
40.5,402.156820497
40.75,402.129840408
41.0,402.102469623
41.25,402.07474757
41.5,402.044841332
41.75,402.011803645
42.0,401.975902027
42.25,401.937289516
42.5,401.896195859
42.75,401.852470548
43.0,401.806418764
43.25,401.75922819
43.5,401.709297081
43.75,401.658842102
44.0,401.60797741
44.25,401.557650445
44.5,401.508245671
44.75,401.459687085
45.0,401.411935914
45.25,401.364186875
45.5,401.319723179
45.75,401.278353962
46.0,401.2396592
46.25,401.204219212
46.5,401.172676492
46.75,401.144763726
47.0,401.120137347
47.25,401.098530104
47.5,401.079635922
47.75,401.061584571
48.0,401.044223321
48.25,401.02637514
48.5,401.007923783
48.75,400.990698049
49.0,400.974277543
49.25,400.958547514
49.5,400.943469538
49.75,400.930489874
50.0,400.919417695
50.25,400.910062193
50.5,400.900671855
50.75,400.891284743
51.0,400.882747443
51.25,400.873339216
51.5,400.863098021
51.75,400.851862733
52.0,400.841427949
52.25,400.830272264
52.5,400.818472664
52.75,400.806105321
53.0,400.793093338
53.25,400.781267954
53.5,400.770476381
53.75,400.760680289
54.0,400.753258127
54.25,400.747980677
54.5,400.744579751
54.75,400.7427498
55.0,400.7438205
55.25,400.748930214
55.5,400.757887812
55.75,400.770589948
56.0,400.7868075
56.25,400.806158817
56.5,400.82845303
56.75,400.853717302
57.0,400.881646912
57.25,400.910373448
57.5,400.939859239
57.75,400.970028468
58.0,401.00084345
58.25,401.032266504
58.5,401.064335639
58.75,401.097103016
59.0,401.130568309
59.25,401.163402973
59.5,401.192930519
59.75,401.218011556
60.0,401.239064702
60.25,401.256355741
60.5,401.271862586
60.75,401.284139453
61.0,401.293567285
61.25,401.300373808
61.5,401.30491629
61.75,401.307346364
62.0,401.307458071
62.25,401.305556387
62.5,401.301793726
62.75,401.296398812
63.0,401.289485943
63.25,401.281283867
63.5,401.271906924
63.75,401.261506458
64.0,401.248793702
64.25,401.234318156
64.5,401.217789668
64.75,401.199986625
65.0,401.182814515
65.25,401.166192628
65.5,401.150081707
65.75,401.134557078
66.0,401.119104851
66.25,401.105524245
66.5,401.094972637
66.75,401.087467058
67.0,401.082662793
67.25,401.081871035
67.5,401.085990776
67.75,401.094602127
68.0,401.107474649
68.25,401.126379825
68.5,401.15082029
68.75,401.180375089
69.0,401.214661489
69.25,401.253258701
69.5,401.292669946
69.75,401.333097202
70.0,401.376043015
70.25,401.421316461
70.5,401.467152767
70.75,401.513476201
71.0,401.55976637
71.25,401.606024917
71.5,401.652215371
71.75,401.698224029
72.0,401.744613863
72.25,401.791268131
72.5,401.839684183
72.75,401.889632091
73.0,401.940958307
73.25,401.99354747
73.5,402.045575364
73.75,402.100188377
74.0,402.157195711
74.25,402.216406575
74.5,402.276703165
74.75,402.338046221
75.0,402.400320356
75.25,402.460770394
75.5,402.518115295
75.75,402.570875584
76.0,402.619430127
76.25,402.664042075
76.5,402.705113104
76.75,402.742909184
77.0,402.777696485
77.25,402.80970315
77.5,402.839309939
77.75,402.866748753
78.0,402.892286835
78.25,402.917948473
78.5,402.939682993
78.75,402.958371078
79.0,402.974359425
79.25,402.9878418
79.5,403.000088326
79.75,403.01041692
80.0,403.0184134
80.25,403.026099988
80.5,403.03632928
80.75,403.048840063
81.0,403.061890676
81.25,403.074214792
81.5,403.085702716
81.75,403.099840426
82.0,403.116435464
82.25,403.133692475
82.5,403.148842876
82.75,403.163690474
83.0,403.178923748
83.25,403.193255767
83.5,403.206877539
83.75,403.218642794
84.0,403.230491756
84.25,403.242461818
84.5,403.254552456
84.75,403.266679813
85.0,403.278884623
85.25,403.291204207
85.5,403.302337363
85.75,403.312398115
86.0,403.321226029
86.25,403.329331291
86.5,403.335227773
86.75,403.337146799
87.0,403.335388463
87.25,403.330599139
87.5,403.323127289
87.75,403.31407936
88.0,403.303535017
88.25,403.292113831
88.5,403.281526449
88.75,403.26994847
89.0,403.257293217
89.25,403.242135667
89.5,403.224668528
89.75,403.204972636
90.0,403.184949874
90.25,403.164640376
90.5,403.144007981
90.75,403.123054628
91.0,403.101982344
91.25,403.080751301
91.5,403.059361059
91.75,403.037310217
92.0,403.01471267
92.25,402.992789544
92.5,402.971461212
92.75,402.950686487
93.0,402.930462656
93.25,402.91138716
93.5,402.893308379
93.75,402.876189099
94.0,402.859953821
94.25,402.844488962
94.5,402.82975704
94.75,402.815682453
95.0,402.802189471
95.25,402.789243632
95.5,402.776372584
95.75,402.76181855
96.0,402.745661526
96.25,402.728057376
96.5,402.709239633
96.75,402.689363648
97.0,402.668431907
97.25,402.646561251
97.5,402.623829994
97.75,402.600278317
98.0,402.575871542
98.25,402.551206851
98.5,402.526874174
98.75,402.502836416
99.0,402.479094404
99.25,402.45384241
99.5,402.428812648
99.75,402.402819314
100.0,402.37609414
100.25,402.34867613
100.5,402.320642312
100.75,402.291993313
101.0,402.262655423
101.25,402.233184126
101.5,402.203545754
101.75,402.173706393
102.0,402.143707904
102.25,402.113993141
102.5,402.084969361
102.75,402.05656653
103.0,402.028637804
103.25,402.001112187
103.5,401.973517592
103.75,401.945463006
104.0,401.917197821
104.25,401.88875927
104.5,401.860108252
104.75,401.831282075
105.0,401.802241754
105.25,401.773102795
105.5,401.74319855
105.75,401.712609159
106.0,401.681451971
106.25,401.648708924
106.5,401.61610914
106.75,401.583655727
107.0,401.549795069
107.25,401.514682983
107.5,401.478436979
107.75,401.441174106
108.0,401.403087597
108.25,401.36429663
108.5,401.325884857
108.75,401.286250224
109.0,401.245384824
109.25,401.203448158
109.5,401.160561039
109.75,401.116843944
110.0,401.072361241
110.25,401.027199626
110.5,400.981406758
110.75,400.936387833
111.0,400.893601746
111.25,400.852761455
111.5,400.813810439
111.75,400.776576197
112.0,400.740963966
112.25,400.707994671
112.5,400.677486705
112.75,400.649257544
113.0,400.6231238
113.25,400.598863246
113.5,400.57721831
113.75,400.558595954
114.0,400.541185692
114.25,400.524757415
114.5,400.509306896
114.75,400.494753812
115.0,400.48105627
115.25,400.468210724
115.5,400.456215293
115.75,400.444369498
116.0,400.434048722
116.25,400.423763432
116.5,400.414117719
116.75,400.405197158
117.0,400.395232405
117.25,400.385454622
117.5,400.374632569
117.75,400.362812276
118.0,400.350039006
118.25,400.336324089
118.5,400.32182214
118.75,400.307308515
119.0,400.292753195
119.25,400.274551466
119.5,400.253069245
119.75,400.228724272
120.0,400.201746133
120.25,400.172257138
120.5,400.140482295
120.75,400.108317353
121.0,400.076065825
121.25,400.042770752
121.5,400.008548386
121.75,399.973514768
122.0,399.937709766
122.25,399.901249309
122.5,399.864249361
122.75,399.826673258
123.0,399.788674943
123.25,399.74764006
123.5,399.705419452
123.75,399.662203173
124.0,399.618497655
124.25,399.574333786
124.5,399.529436568
124.75,399.483842456
125.0,399.437664334
125.25,399.390823049
125.5,399.344005988
125.75,399.295819157
126.0,399.24637197
126.25,399.195352321
126.5,399.143174328
126.75,399.090710367
127.0,399.039566678
127.25,398.989699746
127.5,398.941714935
127.75,398.89469137
128.0,398.850131141
128.25,398.806215581
128.5,398.76462889
128.75,398.724911366
129.0,398.686788825
129.25,398.650144021
129.5,398.616553007
129.75,398.585825194
130.0,398.557728234
130.25,398.533040418
130.5,398.510373514
130.75,398.488853267
131.0,398.468023091
131.25,398.447809677
131.5,398.428177694
131.75,398.409053469
132.0,398.390321529
132.25,398.373101559
132.5,398.357325045
132.75,398.342840996
133.0,398.330069819
133.25,398.31871971
133.5,398.308639121
133.75,398.300398301
134.0,398.293730065
134.25,398.2885961
134.5,398.284729248
134.75,398.281899105
135.0,398.279674411
135.25,398.278668642
135.5,398.278802479
135.75,398.27939384
136.0,398.280405031
136.25,398.28191346
136.5,398.282181833
136.75,398.280421643
137.0,398.276714337
137.25,398.271293443
137.5,398.264201375
137.75,398.255594332
138.0,398.246153097
138.25,398.235953986
138.5,398.225035172
138.75,398.213512216
139.0,398.201322335
139.25,398.188578329
139.5,398.175200301
139.75,398.160294895
140.0,398.143858322
140.25,398.126116031
140.5,398.107141208
140.75,398.083889699
141.0,398.056137421
141.25,398.024295264
141.5,397.988665364
141.75,397.951314758
142.0,397.912467732
142.25,397.872351019
142.5,397.829216004
142.75,397.783250075
143.0,397.732840663
143.25,397.683355464
143.5,397.634679123
143.75,397.588289208
144.0,397.544073285
144.25,397.500112783
144.5,397.457385129
144.75,397.414018699
145.0,397.370126327
145.25,397.325668463
145.5,397.280758195
145.75,397.235356162
146.0,397.189792208
146.25,397.14398659
146.5,397.097974326
146.75,397.052723481
147.0,397.00780251
147.25,396.963217605
147.5,396.915831841
147.75,396.865659364
148.0,396.812970846
148.25,396.75788419
148.5,396.700593353
148.75,396.641251517
149.0,396.580089242
149.25,396.517402085
149.5,396.456378298
149.75,396.396824924
150.0,396.33881679
150.25,396.280800093
150.5,396.221529154
150.75,396.15928437
151.0,396.094324981
151.25,396.027392475
151.5,395.958190846
151.75,395.887264393
152.0,395.814721454
152.25,395.740632821
152.5,395.66675357
152.75,395.591364151
153.0,395.512237408
153.25,395.429637016
153.5,395.343714153
153.75,395.257682471
154.0,395.169899332
154.25,395.082269073
154.5,394.992845478
154.75,394.901705054
155.0,394.808924313
155.25,394.715937101
155.5,394.624380011
155.75,394.53414071
156.0,394.44657466
156.25,394.362808599
156.5,394.282613028
156.75,394.205797458
157.0,394.130766279
157.25,394.058874014
157.5,393.989904948
157.75,393.923757303
158.0,393.860166999
158.25,393.798830232
158.5,393.741273509
158.75,393.687068082
159.0,393.635946899
159.25,393.587604759
159.5,393.541850899
159.75,393.498494531
160.0,393.457268609
160.25,393.418020492
160.5,393.380597538
