0.0,398.668845471,28.9442661989,0
0.25,398.658963944,28.9474608551,0
0.5,398.645767918,28.9495658591,0
0.75,398.629479843,28.9507639453,0
1.0,398.610366951,28.9517464613,0
1.25,398.588620174,28.9531768408,0
1.5,398.564506702,28.955459513,0
1.75,398.538179275,28.9585835298,0
2.0,398.509946282,28.9627986336,0
2.25,398.479157724,28.9678221439,0
2.5,398.44585091,28.9738339903,0
2.75,398.410289909,28.9808566344,0
3.0,398.372775633,28.9888663842,0
3.25,398.331731808,28.9971325365,0
3.5,398.288036912,29.0058081327,0
3.75,398.242047408,29.0151204618,0
4.0,398.193960479,29.0250540587,0
4.25,398.143972872,29.0356815671,0
4.5,398.092128315,29.0470309615,0
4.75,398.038660897,29.0592618808,0
5.0,397.983686916,29.0723898875,0
5.25,397.928648932,29.0855420467,0
5.5,397.873661778,29.0990004201,0
5.75,397.817233104,29.112886773,0
6.0,397.759430868,29.1273985381,0
6.25,397.70024895,29.143104328,0
6.5,397.639760727,29.1599515317,0
6.75,397.57826759,29.1781034094,0
7.0,397.513805227,29.2000184051,0
7.25,397.443507098,29.2289605295,0
7.5,397.370417557,29.265118062,0
7.75,397.294880257,29.3031096318,0
8.0,397.216169081,29.3428346906,0
8.25,397.134626061,29.3833504337,0
8.5,397.052061773,29.4231929999,0
8.75,396.968589613,29.4625882814,0
9.0,396.882695768,29.5031995742,0
9.25,396.79600585,29.54489433,0
9.5,396.709205045,29.5882941645,0
9.75,396.622256034,29.6353965391,0
10.0,396.534509213,29.684323752,0
10.25,396.446001102,29.7354204152,0
10.5,396.357111297,29.7925237788,0
10.75,396.269499152,29.8493780786,0
11.0,396.18158086,29.9080058226,0
11.25,396.093432962,29.9687628065,0
11.5,396.005131976,30.0318329775,0
11.75,395.916792433,30.0972231361,0
12.0,395.828490702,30.1648875368,0
12.25,395.740264987,30.234728649,0
12.5,395.652267876,30.3066069126,0
12.75,395.564613203,30.3804394123,0
13.0,395.475867387,30.4576279053,0
13.25,395.384720565,30.5380916209,0
13.5,395.294528968,30.6199314024,0
13.75,395.205371866,30.7027008423,0
14.0,395.117252072,30.7869628717,0
14.25,395.030210318,30.8729987229,0
14.5,394.944248442,30.9601384481,0
14.75,394.860640575,31.0478859638,0
15.0,394.779314158,31.1360999897,0
15.25,394.700158314,31.2246705811,0
15.5,394.623214888,31.3132262346,0
15.75,394.544825188,31.4030016962,0
16.0,394.465221089,31.4937405723,0
16.25,394.384481729,31.5854559677,0
16.5,394.302726822,31.6782259502,0
16.75,394.221813785,31.770377989,0
17.0,394.141558422,31.8594097056,0
17.25,394.061963752,31.9450795344,0
17.5,393.984572323,32.0289482827,0
17.75,393.910706766,32.1129211578,0
18.0,393.840249994,32.1970211321,0
18.25,393.772740947,32.278635181,0
18.5,393.706628778,32.3598509238,0
18.75,393.641875772,32.4405134938,0
19.0,393.578482428,32.5206632927,0
19.25,393.516372969,32.6044487698,0
19.5,393.455547857,32.6868286115,0
19.75,393.395969373,32.7685202208,0
20.0,393.337676167,32.8496256406,0
20.25,393.280554307,32.9302380407,0
20.5,393.224680589,33.0104404197,0
20.75,393.16997928,33.0930297519,0
21.0,393.116412994,33.1749663239,0
21.25,393.063829397,33.2567347519,0
21.5,393.010880256,33.347139784,0
21.75,392.957526274,33.4374845225,0
22.0,392.903877463,33.5291715336,0
22.25,392.851397382,33.6212477366,0
22.5,392.799930779,33.7136352494,0
22.75,392.749360714,33.8061913766,0
23.0,392.698102062,33.9002181534,0
23.25,392.64622789,33.995567522,0
23.5,392.593735297,34.0921029263,0
23.75,392.540931759,34.18962837,0
24.0,392.488180568,34.2902119552,0
24.25,392.435524795,34.3904239476,0
24.5,392.383119296,34.490209,0
24.75,392.331006979,34.5906779859,0
25.0,392.27919254,34.6907184295,0
25.25,392.226051531,34.7892707234,0
25.5,392.173249154,34.8879890788,0
25.75,392.119354098,34.9853838547,0
26.0,392.064484255,35.0820857783,0
26.25,392.008757198,35.1778109752,0
26.5,391.952328225,35.2726842552,0
26.75,391.895276139,35.366807812,0
27.0,391.837567706,35.4603551164,0
27.25,391.779357475,35.5534157149,0
27.5,391.720647296,35.6460790746,0
27.75,391.661665106,35.7383411859,0
28.0,391.602453125,35.8302910248,0
28.25,391.544638945,35.9229802529,0
28.5,391.488148883,36.0156253858,0
28.75,391.432947072,36.1095724628,0
