0.0,398.668845471,28.9442661989,0
0.25,398.658963944,28.9474608551,0
0.5,398.648748704,28.9500861296,0
0.75,398.638157944,28.9522594319,0
1.0,398.627232579,28.9546168294,0
1.25,398.615975194,28.9577778492,0
1.5,398.604426253,28.9620763339,0
1.75,398.592626086,28.9674511737,0
2.0,398.578995411,28.9726099923,0
2.25,398.563763102,28.9776046633,0
2.5,398.546817018,28.9826116397,0
2.75,398.528691197,28.989369455,0
3.0,398.509578021,28.9977066711,0
3.25,398.487754169,29.0067653855,0
3.5,398.463643419,29.0164202986,0
3.75,398.43633832,29.0269936067,0
4.0,398.406911173,29.0364903666,0
4.25,398.375364579,29.0460821175,0
4.5,398.343000963,29.0556382377,0
4.75,398.309859661,29.0652826362,0
5.0,398.276129642,29.0751477896,0
5.25,398.243287624,29.0843574065,0
5.5,398.211217596,29.0930621642,0
5.75,398.179841886,29.1014247438,0
6.0,398.149041085,29.1096243088,0
6.25,398.118814461,29.118023372,0
6.5,398.088125382,29.1263695248,0
6.75,398.057239265,29.1348336122,0
7.0,398.024721059,29.1443100603,0
7.25,397.990570028,29.1567767616,0
7.5,397.957961615,29.1722957648,0
7.75,397.926276823,29.1851565469,0
8.0,397.896413235,29.1937889363,0
8.25,397.868221513,29.1985430589,0
8.5,397.841478554,29.1997666616,0
8.75,397.81497468,29.1985852959,0
9.0,397.787793271,29.1933278773,0
9.25,397.759205655,29.1837965859,0
9.5,397.730758565,29.1725780616,0
9.75,397.700944096,29.1581568283,0
10.0,397.669872564,29.1412012167,0
10.25,397.637690771,29.1221847574,0
10.5,397.604852722,29.1001128427,0
10.75,397.572005268,29.0759038537,0
11.0,397.539181144,29.0496731095,0
11.25,397.504990362,29.020863916,0
11.5,397.469580946,28.9899148076,0
11.75,397.433025188,28.9572125957,0
12.0,397.396901422,28.9226495924,0
12.25,397.360634485,28.8880271848,0
12.5,397.324376228,28.8524928739,0
12.75,397.287860305,28.8164071278,0
13.0,397.251280799,28.7800630251,0
13.25,397.214563334,28.7437664124,0
13.5,397.176515063,28.7089725392,0
13.75,397.137250394,28.6800924715,0
14.0,397.096920353,28.6524410952,0
14.25,397.055063972,28.6261746872,0
14.5,397.013649169,28.6031946465,0
14.75,396.970842009,28.5823376135,0
15.0,396.92521382,28.5687280927,0
15.25,396.877638622,28.5576283949,0
15.5,396.827766277,28.548748784,0
15.75,396.775895048,28.5419737996,0
16.0,396.720812527,28.5354648818,0
16.25,396.662858244,28.5292670432,0
16.5,396.603703868,28.5243223599,0
16.75,396.543461555,28.5205987768,0
17.0,396.482281854,28.5180599859,0
17.25,396.420201065,28.5166636617,0
17.5,396.357215856,28.5165190374,0
17.75,396.293324953,28.5175757483,0
18.0,396.230347928,28.5206111177,0
18.25,396.167416446,28.5238505186,0
18.5,396.105342497,28.5270010315,0
18.75,396.042230422,28.5301464113,0
19.0,395.980423834,28.5349151068,0
19.25,395.919130716,28.5386065019,0
19.5,395.858280393,28.5414191309,0
19.75,395.797878077,28.5438419988,0
20.0,395.739172306,28.5473267925,0
20.25,395.681977164,28.551857451,0
20.5,395.624713028,28.5587689564,0
20.75,395.566772267,28.5682231134,0
21.0,395.508196348,28.5800988065,0
21.25,395.453805377,28.5915827291,0
21.5,395.403301072,28.6025834726,0
21.75,395.355057809,28.61161241,0
22.0,395.308890734,28.6189391999,0
22.25,395.264652733,28.6247833572,0
22.5,395.22336349,28.629257081,0
22.75,395.185969354,28.634528116,0
23.0,395.152243149,28.6404453026,0
23.25,395.12008009,28.6482293298,0
23.5,395.089442265,28.6583005668,0
23.75,395.060177368,28.6702467021,0
24.0,395.032206789,28.684093286,0
24.25,395.003949177,28.6984609042,0
24.5,394.97562743,28.712905637,0
24.75,394.947356879,28.7276352207,0
25.0,394.919679717,28.7411516272,0
25.25,394.892518597,28.7534043763,0
25.5,394.864175211,28.7631109025,0
25.75,394.834716498,28.7706738364,0
26.0,394.804442328,28.7766189411,0
26.25,394.771249118,28.7802541513,0
26.5,394.73686689,28.7827975834,0
26.75,394.702425192,28.7861349967,0
27.0,394.668146543,28.7902722272,0
27.25,394.631964072,28.7932858358,0
27.5,394.594175265,28.7953148084,0
27.75,394.55572091,28.7931987227,0
28.0,394.516667363,28.7873141973,0
28.25,394.477275947,28.7780630612,0
28.5,394.434594368,28.7649491505,0
28.75,394.390571635,28.7511834674,0
