0.0,404.080898823
0.25,404.079225843
0.5,404.078111812
0.75,404.07839069
1.0,404.076506871
1.25,404.072612288
1.5,404.066897155
1.75,404.059437386
2.0,404.051536328
2.25,404.043272535
2.5,404.034686373
2.75,404.024708137
3.0,404.014783376
3.25,404.006574298
3.5,403.999887897
3.75,403.995371103
4.0,403.992755093
4.25,403.991358531
4.5,403.990988546
4.75,403.991604873
5.0,403.991403671
5.25,403.990460152
5.5,403.988849263
5.75,403.986569736
6.0,403.983696899
6.25,403.980344182
6.5,403.976359986
6.75,403.973659395
7.0,403.972125084
7.25,403.97014597
7.5,403.967752609
7.75,403.963096484
8.0,403.956167136
8.25,403.948649188
8.5,403.93884137
8.75,403.927532599
9.0,403.914795735
9.25,403.900627641
9.5,403.88513985
9.75,403.868403866
10.0,403.848697404
10.25,403.826246536
10.5,403.799475633
10.75,403.768726263
11.0,403.734302044
11.25,403.696430873
11.5,403.655416952
11.75,403.611411929
12.0,403.564720053
12.25,403.515531153
12.5,403.463997
12.75,403.410307544
13.0,403.354614716
13.25,403.297070428
13.5,403.237788579
13.75,403.176354421
14.0,403.114649797
14.25,403.054251745
14.5,402.995877327
14.75,402.939299826
15.0,402.884444821
15.25,402.829462598
15.5,402.774950959
15.75,402.721826081
16.0,402.67005557
16.25,402.61945397
16.5,402.569988026
16.75,402.521586164
17.0,402.473647622
17.25,402.425950998
17.5,402.378825861
17.75,402.332242558
18.0,402.285803825
18.25,402.239551458
18.5,402.193488898
18.75,402.147543015
19.0,402.101793097
19.25,402.056165518
19.5,402.01066272
19.75,401.965286995
20.0,401.919852386
20.25,401.874359553
20.5,401.828662161
20.75,401.784646525
21.0,401.742274996
21.25,401.700823541
21.5,401.660174998
21.75,401.619438488
22.0,401.578539332
22.25,401.537591831
22.5,401.493891755
22.75,401.451568438
23.0,401.410555077
23.25,401.370000885
23.5,401.32991077
23.75,401.290213015
24.0,401.251912304
24.25,401.213817285
24.5,401.177001866
24.75,401.141498887
25.0,401.105578279
25.25,401.069275778
25.5,401.034921955
25.75,401.004319819
26.0,400.975824667
26.25,400.947717102
26.5,400.917584353
26.75,400.885618442
27.0,400.850487368
27.25,400.814228681
27.5,400.77522581
27.75,400.733822175
28.0,400.690092413
28.25,400.64381634
28.5,400.595260707
28.75,400.544094135
29.0,400.488971362
29.25,400.430320266
29.5,400.368486491
29.75,400.303853813
30.0,400.236691519
30.25,400.1672689
30.5,400.095893182
30.75,400.022795422
31.0,399.948168397
31.25,399.872242735
31.5,399.796760606
31.75,399.721801439
32.0,399.647368058
32.25,399.574284424
32.5,399.503883088
32.75,399.43612454
33.0,399.370094432
33.25,399.305793951
33.5,399.243110074
